ID	other_names	genome_data	library_prep	geographical_origin	ecological_origin	substrate	ecology_category	monosporic_derivative	ploidyFACS	ploidyBAF	aneuploidy_BAF	aneuploidy_RD	aneuploidy_binary	aneuploidy_type	RD_aneuploidy	Contaminated	Chr_end_bias	High_var	basename	avg_cov	population_old	pop_summary	population_new	heterozygosity	reference
A-16	A_16	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	2	+1@16	+1@16	Yes	Gain	Yes	No	No	No	A_16	343	1._Wine/European_	1._Wine/European_	TBD	0.001241889	Peter_et_al_2018
A-18	A_18	ERP014555	NA	Ghana	Beer	Sorghum_beer	Beer	No	4	4	No	No	No	No	No	No	No	No	A_18	222	6._African_beer_	6._African_beer_	TBD	0.003479322	Peter_et_al_2018
A-19	A_19	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	2	No	No	No	No	No	No	Yes	No	A_19	228	1._Wine/European_	1._Wine/European_	TBD	0.001279788	Peter_et_al_2018
A-6	A_6	ERP014555	NA	Ghana	Beer	Sorghum_beer	Beer	No	4	4	No	No	No	No	No	No	No	No	A_6	217	6._African_beer_	6._African_beer_	TBD	0.003596331	Peter_et_al_2018
A-9	A_9	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	A_9	194	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000145108	Peter_et_al_2018
AGME_5I	AGME_5I	ERP014555	NA	Italy	Wine	Wine	Wine	No	2	Unknown	No	"+1@4,8,15"	Yes	Gain	Yes	No	No	No	AGME_5I	301	1._Wine/European_	1._Wine/European_	TBD	0.000161615	Peter_et_al_2018
ATCC_38618:2-2	ATCC_38618:2-2	ERP014555	NA	NA	Fruit	Concentrated_orange_juice	Fruit	No	2	Unknown	No	"+1@12,14"	Yes	Gain	Yes	No	No	No	ATCC_38618_2_2	194	M3._Mosaic_region_3	Mosaics	TBD	0.000431494	Peter_et_al_2018
ATCC_52922-1C	ATCC_52922_1C	ERP014555	NA	Philippines	Fermentation	Tapuy_(rice_wine)	Fermentation	No	2	Unknown	No	+1@8	Yes	Gain	Yes	No	No	No	ATCC_52922_1C	298	NA	NA	TBD	0.00024403	Peter_et_al_2018
ATCC_66348-1D	ATCC_66348_1D	ERP014555	NA	Japan	Soil	Soil	NA	No	2	Unknown	No	No	No	No	No	No	No	No	ATCC_66348_1D	192	NA	NA	TBD	0.000361264	Peter_et_al_2018
AY529516	AY529516	ERP014555	NA	Ghana	Fermentation	Cocoa_bean_fermentation	Cocoa	No	2	2	No	No	No	No	No	No	Yes	No	AY529516	212	12._West_African_cocoa_	12._West_African_cocoa_	TBD	0.002275701	Peter_et_al_2018
B-11	B_11	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	B_11	180	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000149902	Peter_et_al_2018
B-13	B_13	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	Unknown	No	+1@3	Yes	Gain	Yes	No	Yes	No	B_13	211	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000151336	Peter_et_al_2018
B-17	B_17	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	Unknown	No	No	No	No	No	0.01	Yes	No	B_17	71	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000145175	Peter_et_al_2018
B-24	B_24	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	2	No	No	No	No	No	No	Yes	No	B_24	198	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000470707	Peter_et_al_2018
B-4	B_4	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	B_4	361	1._Wine/European_	1._Wine/European_	TBD	0.000178588	Peter_et_al_2018
B1	B1	ERP014555	NA	France	Unknown	Unknown	NA	No	2	2	No	No	No	No	No	No	Yes	No	B1	207	8._Mixed_origin_	8._Mixed_origin_	TBD	0.004042391	Peter_et_al_2018
B10-1	B10_1	ERP014555	NA	Forcalquier	Bakery	Levain_from_organic_flour	Bread	No	2	2	No	No	No	No	No	No	Yes	No	B10_1	258	M3._Mosaic_region_3	Mosaics	TBD	0.003684962	Peter_et_al_2018
B9b-1	B9b_1	ERP014555	NA	Gif-sur-Yvette	Bakery	Levain_from_organic_flour_(Renan)	Bread	No	2	2	No	No	No	No	No	No	Yes	No	B9b_1	217	M3._Mosaic_region_3	Mosaics	TBD	0.003459033	Peter_et_al_2018
B9c-1	B9c_1	ERP014555	NA	Gif-sur-Yvette	Bakery	Levain_from_organic_flour_(Renan)	Bread	No	2	2	No	No	No	No	No	No	No	No	B9c_1	211	M3._Mosaic_region_3	Mosaics	TBD	0.003409809	Peter_et_al_2018
Ba-215	Ba_215	ERP014555	NA	Italy	Wine	Wine	Wine	No	2	2	No	No	No	No	No	No	No	No	Ba_215	222	1._Wine/European_	1._Wine/European_	TBD	0.00018325	Peter_et_al_2018
BJ20	BJ20	ERP014555	NA	Dongling_Mountain_Beijing_China	Tree	Bark_from_Quercus_wutaishanica	Tree	No	2	Unknown	No	No	No	No	No	No	Yes	No	BJ20	274	18._Far_East_Asia_	18._Far_East_Asia_	TBD	0.000363605	Peter_et_al_2018
BJ6	BJ6	ERP014555	NA	Changping_Beijing_China	Fruit	Persimmon	Fruit	No	2	Unknown	No	No	No	No	No	No	Yes	No	BJ6	267	18._Far_East_Asia_	18._Far_East_Asia_	TBD	0.000384737	Peter_et_al_2018
BMQ557	BMQ557	ERP014555	NA	Hai_Phong_North_Vietnam	Unknown	Unknown	NA	No	2	2	No	No	No	No	No	No	Yes	No	BMQ557	324	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.001116878	Peter_et_al_2018
C-12	C_12	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	C_12	196	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000151129	Peter_et_al_2018
C-3	C_3	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	C_3	208	1._Wine/European_	1._Wine/European_	TBD	0.000168676	Peter_et_al_2018
C-6	C_6	ERP014555	NA	Georgia	Wine	Wine_conserved_in_amphora	Wine	No	2	Unknown	No	No	No	No	No	No	Yes	No	C_6	65	1._Wine/European_	1._Wine/European_	TBD	0.000165607	Peter_et_al_2018
C10.4	C10_4	ERP014555	NA	Cameroon	Nature	Clay	NA	No	2	2	No	No	No	No	No	No	No	No	C10_4	221	1._Wine/European_	1._Wine/European_	TBD	0.000554122	Peter_et_al_2018
C15.1	C15_1	ERP014555	NA	Cameroon	Nature	Palm_nuts_	Fruit	No	2	2	No	No	No	No	No	No	Yes	No	C15_1	289	1._Wine/European_	1._Wine/European_	TBD	0.000270822	Peter_et_al_2018
C6.1	C6_1	ERP014555	NA	Cameroon	Palm_wine	Palm_wine	Fermentation	No	2	2	+1@1	+1@1	Yes	Gain	Yes	No	Yes	No	C6_1	341	1._Wine/European_	1._Wine/European_	TBD	0.000320982	Peter_et_al_2018
Ca6	Ca6	ERP014555	NA	Lebanon	Wine	Fermenting_grape_must_(sweet_wine)	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	Ca6	239	1._Wine/European_	1._Wine/European_	TBD	0.000206346	Peter_et_al_2018
CBS1171	CBS1171	ERP014555	NA	Oranjeboom_brewery_Rotterdam_Netherlands	Beer	Brewers_top_yeast	Commercial	No	4	4	"+1@1,2,3,15"	"+1@2,3,15"	Yes	Gain	Yes	No	No	No	CBS1171	216	11._Ale_beer_	11._Ale_beer_	TBD	0.003024299	Peter_et_al_2018
CBS1173	CBS1173	ERP014555	NA	NA	Fruit	Fruit_ilex	Fruit	No	2	2	No	"-1@3,4,6,9,10,11,15,16;+1@1,2,5,7,8,12,13,14,15,16"	Yes	Both	Yes	No	Yes	No	CBS1173	206	NA	NA	TBD	0.001254295	Peter_et_al_2018
CBS1175	CBS1175	ERP014555	NA	Switzerland	Wine	Wine	Wine	No	2	2	"+1@9,14"	"+1@9,14"	Yes	Gain	Yes	0.03	No	No	CBS1175	174	1._Wine/European_	1._Wine/European_	TBD	0.000346702	Peter_et_al_2018
CBS1190	CBS1190	ERP014555	NA	Germany	Wine	Wine	Wine	No	2	2	"+1@11,14"	"+1@11,14"	Yes	Gain	Yes	No	No	No	CBS1190	215	1._Wine/European_	1._Wine/European_	TBD	0.000533233	Peter_et_al_2018
CBS1192	CBS1192	ERP014555	NA	NA	Wine	Wine	Wine	Yes	1	Unknown	No	+1@1	Yes	Gain	Yes	No	No	No	CBS1192	318	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000190847	Peter_et_al_2018
CBS1194	CBS1194	ERP014555	NA	NA	Wine	Wine	Wine	Yes	1	Unknown	No	+1@8	Yes	Gain	Yes	No	Yes	No	CBS1194	213	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000170942	Peter_et_al_2018
CBS1196	CBS1196	ERP014555	NA	Indonesia	Distillery	Arak_Distillery	Fermentation	No	2	2	+1@1	+1@1	Yes	Gain	Yes	No	No	No	CBS1196	221	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.000417209	Peter_et_al_2018
CBS1227	CBS1227	ERP014555	NA	Romania	Human_clinical	Abscess_on_epididymis	Clinical	Yes	1	Unknown	No	No	No	No	No	No	Yes	Yes	CBS1227	267	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000162739	Peter_et_al_2018
CBS1230	CBS1230	ERP014555	NA	Belgium	Beer	Beer	Beer	No	3	3	+1@6	+1@6	Yes	Gain	Yes	No	No	No	CBS1230	235	11._Ale_beer_	11._Ale_beer_	TBD	0.002776727	Peter_et_al_2018
CBS1236-a	CBS1236_a	ERP014555	NA	France	Bakery	Bakery	Bread	No	2	2	No	-1@6	Yes	Loss	Yes	No	No	No	CBS1236_a	198	8._Mixed_origin_	8._Mixed_origin_	TBD	0.003219681	Peter_et_al_2018
CBS1239	CBS1239	ERP014555	NA	NA	Distillery	Distillery	Fermentation	No	4	4	"+1@1,8,15"	"+1@1,8,15"	Yes	Gain	Yes	No	No	No	CBS1239	231	M3._Mosaic_region_3	Mosaics	TBD	0.003180972	Peter_et_al_2018
CBS1248	CBS1248	ERP014555	NA	NA	Beer	Brewers_yeast	Commercial	No	Xn	4	"+1@1,2,5,6,8,11,13"	"+1@1,2,5,6,8,11,13"	Yes	Gain	Yes	No	Yes	No	CBS1248	247	11._Ale_beer_	11._Ale_beer_	TBD	0.003564624	Peter_et_al_2018
CBS1250	CBS1250	ERP014555	NA	Spain	Wine	Cherry_wine	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	CBS1250	229	1._Wine/European_	1._Wine/European_	TBD	0.000147656	Peter_et_al_2018
CBS1252	CBS1252	ERP014555	NA	France	Bakery	Bakery	Bread	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS1252	215	8._Mixed_origin_	8._Mixed_origin_	GRAPE.WINE-LIKE	0.000219207	Peter_et_al_2018
CBS1254	CBS1254	ERP014555	NA	NA	Bakery	Bakery	Bread	No	4	4	-1@10;+1@8	-1@10;+1@8	Yes	Both	Yes	No	No	No	CBS1254	242	M3._Mosaic_region_3	Mosaics	TBD	0.003211439	Peter_et_al_2018
CBS1257	CBS1257	ERP014555	NA	Germany	Wine	Wine	Wine	No	2	2	+1@14	+1@14	Yes	Gain	Yes	No	No	No	CBS1257	220	1._Wine/European_	1._Wine/European_	TBD	0.000402349	Peter_et_al_2018
CBS1385	CBS1385	ERP014555	NA	NA	Bakery	Bakery	Bread	No	2	2	-1@6	-1@6	Yes	Loss	Yes	No	No	No	CBS1385	225	8._Mixed_origin_	8._Mixed_origin_	TBD	0.002919731	Peter_et_al_2018
CBS1387	CBS1387	ERP014555	NA	NA	Bakery	Bakery	Bread	Yes	1	1	No	No	No	No	No	No	No	No	CBS1387	685	M3._Mosaic_region_3	Mosaics	ADMIXED	0.000314142	Peter_et_al_2018
CBS1388a	CBS1388a	ERP014555	NA	NA	Unknown	Unknown	NA	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS1388a	262	NA	NA	ADMIXED	0.000324229	Peter_et_al_2018
CBS1394	CBS1394	ERP014555	NA	NA	Distillery	Distillery	Fermentation	No	2	2	+1@5	-1@8;+1@5	Yes	Both	Yes	No	Yes	No	CBS1394	219	M3._Mosaic_region_3	Mosaics	TBD	0.003121937	Peter_et_al_2018
CBS1398	CBS1398	ERP014555	NA	NA	Tree	Leaf_of_Eucalyptus_sp.	Tree	No	2	2	"+1@3,14,15"	"+1@2,3,6,12,14,15;+4@9"	Yes	Gain	Yes	No	Yes	No	CBS1398	223	7._Mosaic_beer_	7._Mosaic_beer_	TBD	0.001578984	Peter_et_al_2018
CBS1419	CBS1419	ERP014555	NA	Ghana	Wine	Wine	Wine	Yes	1	Unknown	No	+1@9	Yes	Gain	Yes	No	Yes	No	CBS1419	279	13._African_palm_wine_	13._African_palm_wine_	AFRICAN.PALM.WINE	0.000276228	Peter_et_al_2018
CBS1428	CBS1428	ERP014555	NA	NA	Bakery	Bakery	Bread	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS1428	249	M3._Mosaic_region_3	Mosaics	ADMIXED	0.000331094	Peter_et_al_2018
CBS1460	CBS1460	ERP014555	NA	Indonesia	Fermentation	Fermenting_fruit	Fruit	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS1460	251	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000159976	Peter_et_al_2018
CBS1463	CBS1463	ERP014555	NA	NA	Beer	Beer	Beer	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS1463	174	7._Mosaic_beer_	7._Mosaic_beer_	BEER	0.0002465	Peter_et_al_2018
CBS1464	CBS1464	ERP014555	NA	Austria	Human_clinical	Infected_nail_of_4_yo_girl	Clinical	No	4	Unknown	No	"-1@12;+1@1,3,6"	Yes	Both	Yes	No	Yes	No	CBS1464	228	8._Mixed_origin_	8._Mixed_origin_	TBD	0.000283138	Peter_et_al_2018
CBS1479	CBS1479	ERP014555	NA	NA	Wine	Wine	Wine	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS1479	283	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.00014515	Peter_et_al_2018
CBS1480	CBS1480	ERP014555	NA	NA	Distillery	Distillery	Fermentation	No	2	Unknown	No	No	No	No	No	No	No	No	CBS1480	128	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.000603574	Peter_et_al_2018
CBS1487	CBS1487	ERP014555	NA	NA	Beer	Brewery	Beer	Yes	1	1	"+1@1,11"	"+1@1,11"	Yes	Gain	Yes	No	Yes	No	CBS1487	185	8._Mixed_origin_	8._Mixed_origin_	TBD	0.000451119	Peter_et_al_2018
CBS1489	CBS1489	ERP014555	NA	Italy	Human_clinical	Tubercular_lung	Clinical	No	2	Unknown	No	"+1@3,8,10;+2@2"	Yes	Gain	Yes	No	No	No	CBS1489	247	1._Wine/European_	1._Wine/European_	TBD	0.000224211	Peter_et_al_2018
CBS1508	CBS1508	ERP014555	NA	NA	Distillery	Starter_for_sorghum_brandy	Commercial	No	1	Unknown	No	+1@1	Yes	Gain	Yes	No	No	No	CBS1508	332	26._Asian_fermentation_	26._Asian_fermentation_	TBD	0.000247729	Peter_et_al_2018
CBS1509	CBS1509	ERP014555	NA	NA	Distillery	Distillery	Fermentation	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS1509	489	26._Asian_fermentation_	26._Asian_fermentation_	SAKE	0.000212274	Peter_et_al_2018
CBS1540	CBS1540	ERP014555	NA	Switzerland	Nature	Tibi_grains	SSF	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS1540	250	M1._Mosaic_region_1	Mosaics	GRAPE.WINE-LIKE	0.000282949	Peter_et_al_2018
CBS1544	CBS1544	ERP014555	NA	Netherlands	Fruit	Juice	Fruit	Yes	1	1	"+1@1,9"	"+1@1,9"	Yes	Gain	Yes	No	No	No	CBS1544	273	M3._Mosaic_region_3	Mosaics	TBD	0.000538702	Peter_et_al_2018
CBS1576	CBS1576	ERP014555	NA	Celebes_Sulavesi_Indonesia	Tree	Exudate_of_Arenga_sp.	Tree	No	2	2	No	No	No	No	No	No	No	No	CBS1576	226	24._Asian_islands_	24._Asian_islands_	TBD	0.000306773	Peter_et_al_2018
CBS1582	CBS1582	ERP014555	NA	Portugal	Wine	Wine	Wine	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS1582	202	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000161861	Peter_et_al_2018
CBS1586	CBS1586	ERP014555	NA	NA	Fruit	Pear_must	Fruit	Yes	1	Unknown	No	+1@1	Yes	Gain	Yes	No	No	No	CBS1586	227	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000145951	Peter_et_al_2018
CBS1590	CBS1590	ERP014555	NA	Italy	Wine	Grape_must_/_juice	Fruit	No	2	Unknown	No	No	No	No	No	No	Yes	No	CBS1590	185	1._Wine/European_	1._Wine/European_	TBD	0.000150202	Peter_et_al_2018
CBS1592	CBS1592	ERP014555	NA	Java_Indonesia	Fermentation	Fermenting_cacao	SSF	No	2	2	+1@1	+1@1	Yes	Gain	Yes	No	No	No	CBS1592	214	24._Asian_islands_	24._Asian_islands_	TBD	0.000818941	Peter_et_al_2018
CBS1593	CBS1593	ERP014555	NA	Java_Indonesia	Fermentation	Fermenting_cacao	SSF	No	2	2	+1@2	+1@2;+2@1	Yes	Gain	Yes	No	No	No	CBS1593	207	24._Asian_islands_	24._Asian_islands_	TBD	0.001127267	Peter_et_al_2018
CBS1594	CBS1594	ERP014555	NA	NA	Nature	Plant	Other_plants	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS1594	197	24._Asian_islands_	24._Asian_islands_	ASIAN.ISLANDS.2	0.000297814	Peter_et_al_2018
CBS1602	CBS1602	ERP014555	NA	NA	Fruit	Must_of_Blanchard_pears	Fruit	No	2	2	"+1@8,13"	"+1@8,13"	Yes	Gain	Yes	No	No	No	CBS1602	262	1._Wine/European_	1._Wine/European_	TBD	0.000336481	Peter_et_al_2018
CBS1782	CBS1782	ERP014555	NA	Japan	Beer	Super-attenuated_beer	Beer	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS1782	231	7._Mosaic_beer_	7._Mosaic_beer_	ADMIXED	0.000284541	Peter_et_al_2018
CBS2087	CBS2087	ERP014555	NA	China	Flower	Lychee_flower	Flower	No	2	2	+1@1	+1@1	Yes	Gain	Yes	No	Yes	No	CBS2087	232	1._Wine/European_	1._Wine/European_	TBD	0.000478158	Peter_et_al_2018
CBS2165a	CBS2165a	ERP014555	NA	England	Beer	Brewers	Beer	No	2	2	No	No	No	No	No	No	Yes	No	CBS2165a	281	11._Ale_beer_	11._Ale_beer_	TBD	0.002401312	Peter_et_al_2018
CBS2180	CBS2180	ERP014555	NA	Italy	Wine	Turbid_Italian_wine	Wine	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS2180	187	1._Wine/European_(subclade_4)	1._Wine/European_	GRAPE.WINE	0.000131734	Peter_et_al_2018
CBS2183	CBS2183	ERP014555	NA	Chateau_Chalon_France	Wine	Wine	Wine	Yes	1	Unknown	No	No	No	No	No	No	Yes	Yes	CBS2183	385	1._Wine/European_(subclade_4)	1._Wine/European_	GRAPE.WINE	0.000146358	Peter_et_al_2018
CBS2188	CBS2188	ERP014555	NA	Japan	Fruit	Fruit_of_Eryobotrya_japonica	Fruit	No	2	2	No	No	No	No	No	No	No	No	CBS2188	236	25._Sake_	25._Sake_	TBD	0.000613852	Peter_et_al_2018
CBS2246	CBS2246	ERP014555	NA	Netherlands	Human_clinical	Sputum	Clinical	No	3	3	No	No	No	No	No	No	Yes	No	CBS2246	206	5._French_dairy_	5._French_dairy_	TBD	0.003572492	Peter_et_al_2018
CBS2247	CBS2247	ERP014555	NA	South_Africa	Wine	Grape_must	Fruit	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS2247	220	1._Wine/European_(subclade_4)	1._Wine/European_	GRAPE.WINE	0.000159486	Peter_et_al_2018
CBS2270	CBS2270	ERP014555	NA	Japan	Wine	Japanese_wine	Wine	No	2	2	"+1@4,11,15"	"+1@4,11,15"	Yes	Gain	Yes	0.03	No	No	CBS2270	240	25._Sake_	25._Sake_	TBD	0.00043866	Peter_et_al_2018
CBS2271	CBS2271	ERP014555	NA	Belgium	Wine	Wine	Wine	No	2	Unknown	No	No	No	No	No	No	No	No	CBS2271	202	1._Wine/European_	1._Wine/European_	TBD	0.000156607	Peter_et_al_2018
CBS2272	CBS2272	ERP014555	NA	Delft_Netherlands	Dairy	Butter_milk	Dairy	No	2	2	"+1@1,3"	"+1@1,3"	Yes	Gain	Yes	No	No	No	CBS2272	200	5._French_dairy_	5._French_dairy_	TBD	0.000453518	Peter_et_al_2018
CBS2361	CBS2361	ERP014555	NA	UK	Nature	Trinidadian_cane_sugar	Other_plants	Yes	1	Unknown	No	No	No	No	No	No	Yes	Yes	CBS2361	230	8._Mixed_origin_	8._Mixed_origin_	GRAPE.WINE-LIKE	0.00025096	Peter_et_al_2018
CBS2421	CBS2421	ERP014555	NA	NA	Nature	Japanese_kefyr_grains	Dairy	No	2	2	+1@1	+1@1	Yes	Gain	Yes	No	No	No	CBS2421	119	5._French_dairy_	5._French_dairy_	TBD	0.002365325	Peter_et_al_2018
CBS2441	CBS2441	ERP014555	NA	NA	Distillery	Distillery	Fermentation	No	3	3	"+1@5,8,9;+2@1"	"+1@5,8,9;+2@1"	Yes	Gain	Yes	No	Yes	No	CBS2441	217	M3._Mosaic_region_3	Mosaics	TBD	0.003342072	Peter_et_al_2018
CBS2444	CBS2444	ERP014555	NA	Seagrams_distillery_Louisville_Kentucky	Distillery	Distillery	Fermentation	Yes	1	1	"+1@1,5,10,11"	"+1@1,5,10,11"	Yes	Gain	Yes	No	0.05	No	CBS2444	47	NA	NA	TBD	0.00074621	Peter_et_al_2018
CBS2805	CBS2805	ERP014555	NA	Slovakia	Wine	Wine	Wine	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS2805	254	1._Wine/European_(subclade_4)	1._Wine/European_	GRAPE.WINE	0.000150359	Peter_et_al_2018
CBS2806a	CBS2806a	ERP014555	NA	Slovakia	Wine	Wine	Wine	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS2806a	233	1._Wine/European_(subclade_4)	1._Wine/European_	GRAPE.WINE	0.000142055	Peter_et_al_2018
CBS2807	CBS2807	ERP014555	NA	Slovakia	Wine	Wine	Wine	Yes	1	Unknown	No	No	No	No	No	No	Yes	Yes	CBS2807	205	1._Wine/European_(subclade_4)	1._Wine/European_	GRAPE.WINE	0.00015114	Peter_et_al_2018
CBS2808	CBS2808	ERP014555	NA	Slovakia	Wine	Wine	Wine	No	2	2	No	No	No	No	No	No	No	No	CBS2808	197	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000483747	Peter_et_al_2018
CBS2814	CBS2814	ERP014555	NA	Slovakia	Wine	Wine	Wine	No	2	Unknown	No	-1@5	Yes	Loss	Yes	No	No	No	CBS2814	208	1._Wine/European_(subclade_4)	1._Wine/European_	TBD	0.000148513	Peter_et_al_2018
CBS2888_1b	CBS2888_1b	ERP014555	NA	South_Africa	Soil	Soil	NA	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS2888_1b	308	NA	NA	SOUTH.AFRICAN.SOIL	0.000266321	Peter_et_al_2018
CBS2909	CBS2909	ERP014555	NA	NA	Human	Human_feces	Clinical	No	2	2	No	No	No	No	No	No	No	No	CBS2909	217	2._Alpechin_	2._Alpechin_	TBD	0.000735574	Peter_et_al_2018
CBS2910	CBS2910	ERP014555	NA	Portugal	Human	Human_feces	Clinical	Yes	1	Unknown	No	+1@9	Yes	Gain	Yes	No	No	No	CBS2910	209	2._Alpechin_	2._Alpechin_	GRAPE.WINE-LIKE	0.000239904	Peter_et_al_2018
CBS2965	CBS2965	ERP014555	NA	Denmark	Distillery	Distillery	Fermentation	No	2	Unknown	No	+1@1	Yes	Gain	Yes	No	No	No	CBS2965	256	1._Wine/European_	1._Wine/European_	TBD	0.000179164	Peter_et_al_2018
CBS2966a	CBS2966a	ERP014555	NA	Denmark	Distillery	Distillery	Fermentation	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS2966a	245	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000175301	Peter_et_al_2018
CBS2970	CBS2970	ERP014555	NA	San_Jose_sugar_mill_Rio_Piedras_Puerto_Rico	Industrial	Blackstrap_molasses	Bioethanol	Yes	1	1	"+1@2,4,8,9"	"+1@2,4,8,9"	Yes	Gain	Yes	No	No	No	CBS2970	187	M2._Mosaic_region_2	Mosaics	TBD	0.000750391	Peter_et_al_2018
CBS2973	CBS2973	ERP014555	NA	NA	Beer	Beer_wort	Beer	Yes	1	1	+1@11	+1@11	Yes	Gain	Yes	No	Yes	No	CBS2973	193	8._Mixed_origin_	8._Mixed_origin_	TBD	0.00051498	Peter_et_al_2018
CBS2992	CBS2992	ERP014555	NA	Pakistan	Palm_wine	Palm_wine	Fermentation	No	2	Unknown	No	No	No	No	No	No	No	No	CBS2992	189	24._Asian_islands_	24._Asian_islands_	TBD	0.000263768	Peter_et_al_2018
CBS3000	CBS3000	ERP014555	NA	Denmark	Palm_wine	Palm_wine	Fermentation	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS3000	213	24._Asian_islands_	24._Asian_islands_	ASIAN.ISLANDS.3	0.00028287	Peter_et_al_2018
CBS3012	CBS3012	ERP014555	NA	Cadiz_Spain	Wine	Wine	Wine	No	2	Unknown	No	"+2@1,8"	Yes	Gain	Yes	No	No	No	CBS3012	224	1._Wine/European_	1._Wine/European_	TBD	0.000158957	Peter_et_al_2018
CBS3013	CBS3013	ERP014555	NA	Cadiz_Spain	Wine	Wine	Wine	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS3013	227	1._Wine/European_	1._Wine/European_	GRAPE.WINE	0.000154958	Peter_et_al_2018
CBS3078	CBS3078	ERP014555	NA	NA	Unknown	Spores	NA	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS3078	216	M3._Mosaic_region_3	Mosaics	SPORES	0.000350333	Peter_et_al_2018
CBS3081	CBS3081	ERP014555	NA	Spain	Industrial	Alpechin_(waste_from_olive_oil_production)	SSF	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS3081	255	2._Alpechin_	2._Alpechin_	GRAPE.WINE	0.000311767	Peter_et_al_2018
CBS3093	CBS3093	ERP014555	NA	Spain	Industrial	Alpechin_(waste_from_olive_oil_production)	SSF	Yes	1	Unknown	No	No	No	No	No	No	No	No	CBS3093	226	2._Alpechin_	2._Alpechin_	GRAPE.WINE	0.000259567	Peter_et_al_2018
CBS3093_1b	CBS3093_1b	ERP014555	NA	Spain	Industrial	Alpechin_(waste_from_olive_oil_production)	SSF	Yes	1	Unknown	No	No	No	No	No	No	Yes	No	CBS3093_1b	213	2._Alpechin_	2._Alpechin_	GRAPE.WINE-LIKE	0.000266587	Peter_et_al_2018
CBS382	CBS382	ERP014555	NA	Brazil_Rio_de_Janeiro	Beer	Beer	Beer	No	3	3	"+1@9,10,12"	"+1@9,10,12"	Yes	Gain	Yes	No	Yes	No	CBS382	234	7._Mosaic_beer_	7._Mosaic_beer_	TBD	0.002075791	Peter_et_al_2018
